,UMAP1,UMAP2,profileBIC,profileAIC
1951,-20.667135,-5.1053085,2,2
1952,7.1335692,20.576143,2,3
1953,16.98962,19.84105,3,3
1954,-23.254427,-7.4415636,2,0
1955,-4.757368,-19.359097,0,0
1956,4.8181005,-14.007833,0,0
1957,3.145305,-9.895465,0,0
1958,10.85145,-18.369833,0,4
1959,-0.17946903,-11.506234,0,0
1960,10.85387,-18.372076,0,4
1961,-18.258495,15.348669,2,2
1962,19.611979,6.83177,3,3
1963,-18.261139,15.3509655,2,2
1964,-13.790075,11.718851,2,2
1965,3.7078736,-9.322065,0,0
1966,-14.709148,-0.7565114,2,2
1967,3.2629142,-9.15802,0,0
1968,8.3066025,23.119825,2,3
1969,-18.33503,15.425851,2,2
1970,8.179246,22.992506,2,3
1971,12.064385,16.180998,3,3
1972,12.055127,16.168137,3,3
1973,24.840328,3.512922,3,3
1974,3.6975794,-9.327058,0,0
1975,12.054644,16.170557,3,3
1976,10.853267,-18.371244,0,4
1977,-0.17823794,-11.503629,0,0
1978,13.797636,-9.299261,3,4
1979,-19.696424,-12.019533,2,0
1980,3.2509456,-9.159918,0,0
1981,11.416719,17.01444,3,3
1982,11.878895,-5.9290833,3,4
1983,10.859036,-18.377178,0,4
1984,24.890007,3.4617882,3,3
1985,3.2603834,-9.174527,0,0
1986,10.86414,-18.382202,0,4
1987,16.99508,19.849012,3,3
1988,10.854257,-18.372574,0,4
1989,7.1358485,20.573769,2,3
1990,16.040415,18.068436,3,3
1991,19.612625,6.8310366,3,3
1992,11.827201,16.57424,3,3
1993,11.700129,-5.523747,3,4
1994,-12.736261,-12.034853,0,0
1995,-2.268914,17.213129,2,5
1996,-18.34254,15.445377,2,2
1997,12.30255,16.622854,3,3
1998,-2.2638054,17.21481,2,5
1999,-12.723327,-12.056989,0,0
2000,12.282392,16.634064,3,3
2001,-17.286558,-5.54667,2,2
2002,24.8081,3.544175,3,3
2003,-18.322317,15.412858,2,2
2004,24.851059,3.50147,3,3
2005,14.668429,-1.9860733,3,4
2006,24.824516,3.5258362,3,3
2007,-26.747368,-0.24531108,2,2
2008,24.880713,3.469652,3,3
2009,12.314914,16.632818,3,3
2010,10.854029,-18.37222,0,4
2011,-10.982733,-17.360168,0,0
2012,11.2618685,-4.877918,3,4
2013,8.895333,16.356222,3,3
2014,-19.311865,-0.01084093,2,2
2015,14.605489,3.176517,3,3
2016,-5.642702,19.982748,2,5
2017,-23.246593,-7.4334536,2,0
2018,-18.255928,15.345275,2,2
2019,-18.266993,15.356673,2,2
2020,-12.694825,-12.040149,0,0
2021,10.853803,-18.3717,0,4
2022,24.844984,3.507817,3,3
2023,-10.98855,-17.354305,0,0
2024,-8.386621,18.088139,2,5
2025,19.613192,6.8288727,3,3
2026,-26.747475,-0.24548003,2,2
2027,-18.314182,15.40365,2,2
2028,24.852955,3.499304,3,3
2029,-6.915674,19.02802,2,5
2030,-20.667072,-5.105314,2,2
2031,-19.687332,-12.011134,2,0
2032,24.828714,3.5221632,3,3
2033,24.900478,3.451384,3,3
2034,24.893873,3.4563363,3,3
2035,3.2476363,-9.161031,0,0
2036,24.828028,3.522661,3,3
2037,-5.6427264,19.98275,2,5
2038,-10.989478,-17.353329,0,0
2039,-23.249012,-7.4361825,2,0
2040,-11.012221,-17.3306,0,0
2041,3.257206,-9.168454,0,0
2042,-23.251749,-7.438828,2,0
2043,13.813676,-9.283509,3,4
2044,-23.254509,-7.441644,2,0
2045,-18.349699,15.439561,2,2
2046,-18.322723,15.414161,2,2
2047,-13.762575,11.6871,2,2
2048,-8.392185,18.083055,2,5
2049,24.868902,3.4799845,3,3
2050,13.806718,-9.290414,3,4
2051,-23.256817,-7.44396,2,0
2052,-8.060081,-9.134002,0,0
2053,16.995577,19.849493,3,3
2054,-19.694466,-12.017799,2,0
2055,24.871511,3.4773736,3,3
2056,-18.331749,15.422867,2,2
2057,20.318436,-7.8471184,3,3
2058,-2.5592208,-1.6978807,1,2
2059,-6.9153743,19.031328,2,5
2060,17.412933,-0.3045398,3,3
2061,-18.341566,15.432508,2,2
2062,12.315559,16.63773,3,3
2063,20.318438,-7.847128,3,3
2064,20.318476,-7.8471236,3,3
2065,-20.667074,-5.105342,2,2
2066,7.133712,20.576157,2,3
2067,-20.66711,-5.1053214,2,2
2068,16.992586,19.848766,3,3
2069,4.344691,19.60541,2,3
2070,2.1180615,-1.7932211,1,1
2071,2.4220886,-1.7202687,1,1
2072,-5.0667977,6.099476,2,2
2073,2.2490351,-1.9106084,1,1
2074,2.2763789,-1.9184699,1,1
2075,2.2014675,-1.8505329,1,1
2076,1.9655931,-7.2372923,0,0
2077,18.547977,3.5488412,3,3
2078,4.4910474,-8.987304,0,0
2079,4.746027,-1.1005666,1,1
2080,4.3204846,-0.00457038,1,1
2081,-11.434023,0.87587875,2,2
2082,4.33656,-0.037456755,1,1
2083,4.204726,-0.045851454,1,1
2084,-10.973518,-0.59992176,2,2
2085,3.365163,-0.7902122,1,1
2086,-11.049628,1.0244155,2,2
2087,-11.063329,-0.6582198,2,2
2088,-11.275934,0.5624519,2,2
2089,-11.29203,0.60200804,2,2
2090,-11.010211,1.054148,2,2
2091,4.2854867,-0.013200653,1,1
2092,4.2928524,-0.07575064,1,1
2093,-11.443911,0.910807,2,2
2094,-11.0495205,-0.7077328,2,2
2095,-11.10363,1.00079,2,2
2096,2.8909323,0.89624715,1,1
2097,-7.001001,4.032643,2,2
2098,-7.0626454,4.067713,2,2
2099,0.46162066,-0.27003697,1,1
2100,-6.364734,3.7853303,2,2
2101,0.34759685,-0.5604407,1,1
2102,-6.3858924,3.792741,2,2
2103,2.8276098,0.9674787,1,1
2104,-6.887357,3.9489746,2,2
2105,2.8723547,0.8894691,1,1
2106,-6.542251,3.814485,2,2
2107,-6.939971,3.9595563,2,2
2108,-7.0344114,4.043301,2,2
2109,2.5973804,0.120542,1,1
2110,0.2551074,-1.2144864,1,1
2111,0.31535757,-1.2630575,1,1
2112,-6.691206,3.7807808,2,2
2113,4.3488283,0.05172288,1,1
2114,2.860939,0.63191664,1,1
2115,-10.074302,1.1283361,2,2
2116,-6.9094157,3.9489279,2,2
2117,-9.450382,1.4313209,2,2
2118,-6.381484,3.799966,2,2
2119,-9.28693,1.5487783,2,2
2120,-9.325672,1.5154953,2,2
2121,-7.0562143,4.071702,2,2
2122,-7.0487776,4.0672193,2,2
2123,-11.403465,0.92601186,2,2
2124,2.8331444,0.95646244,1,1
2125,2.8528187,0.81041706,1,1
2126,2.6926115,0.30385655,1,1
2127,2.9143045,0.8967966,1,1
2128,3.2663186,0.5101261,1,1
2129,3.257141,0.5144995,1,1
2130,-7.0769606,4.090945,2,2
2131,-7.055276,4.068833,2,2
2132,0.278235,-1.2697477,1,1
2133,2.800557,0.9840246,1,1
2134,-7.0141454,4.038898,2,2
2135,1.1161027,1.2270404,1,1
2136,-6.386542,3.791411,2,2
2137,-7.042474,4.0652657,2,2
2138,0.2773838,-1.1388056,1,1
2139,0.25091386,-1.2588019,1,1
2140,4.298949,0.031128904,1,1
2141,-7.085037,4.104133,2,2
2142,-6.8973365,3.9243345,2,2
2143,2.9072545,0.8690787,1,1
2144,2.9597733,0.9367504,1,1
2145,4.1401687,-0.048331533,1,1
2146,-11.369748,0.8250882,2,2
2147,0.1600094,0.22385947,1,1
2148,0.3685764,-0.4371045,1,1
2149,1.8363833,12.090857,2,5
2150,2.8847437,0.8995052,1,1
2151,2.8758376,0.87798786,1,1
2152,2.1041093,-0.39255705,1,1
2153,-4.644682,-6.4021435,0,0
2154,-7.054541,4.07652,2,2
2155,-6.9102545,3.9403167,2,2
2156,3.2552385,0.5170651,1,1
2157,-6.9210887,3.9329438,2,2
2158,-11.281867,0.57911646,2,2
2159,-6.9476304,3.9769635,2,2
2160,2.5244575,0.6949531,1,1
2161,14.698809,-1.948748,3,4
2162,-8.060773,-9.136303,0,0
2163,1.9761673,-11.195741,0,0
2164,-6.3336663,17.44053,2,5
2165,-13.862694,-8.4942665,0,0
2166,-13.878607,-8.474079,0,0
2167,-7.0024867,17.198826,2,5
2168,-2.271246,17.209175,2,5
2169,2.0642598,-11.308437,0,0
2170,-6.3263693,17.428827,2,5
2171,-8.070534,-9.127703,0,0
2172,-8.069593,-9.131106,0,0
2173,-14.492271,-8.242597,0,0
2174,-13.874502,-8.475683,0,0
2175,-14.209026,-8.355747,0,0
2176,-13.872879,-8.476477,0,0
2177,-13.867055,-8.489263,0,0
2178,2.0609062,-11.293809,0,0
2179,4.81883,-14.0075865,0,0
2180,-6.324848,17.427624,2,5
2181,8.715727,-10.912532,0,4
2182,4.345007,19.605503,2,3
2183,2.083413,-11.321864,0,0
2184,14.693357,-1.9593675,3,4
2185,8.714235,-10.9140415,0,4
2186,2.577743,-10.662874,0,0
2187,4.344711,19.60542,2,3
2188,-6.3073893,17.409351,2,5
2189,-15.466694,-3.3813367,2,2
2190,14.331569,4.5324383,3,3
2191,8.674111,-10.95379,0,4
2192,-7.258355,16.72502,2,5
2193,-7.2502484,16.732256,2,5
2194,2.091694,-11.333538,0,0
2195,-2.298426,17.185974,2,5
2196,3.8950362,-9.765193,0,0
2197,2.0896397,-11.33511,0,0
2198,-7.259673,16.724474,2,5
2199,14.331209,4.533876,3,3
2200,-14.972329,-11.363455,0,0
2201,-13.759697,-8.577073,0,0
2202,-14.503337,-8.237926,0,0
2203,8.664208,-10.957311,0,4
2204,8.660649,-10.9631,0,4
2205,-6.339495,17.442995,2,5
2206,-6.313934,17.422861,2,5
2207,8.703924,-10.92243,0,4
2208,8.668486,-10.955422,0,4
2209,14.33133,4.5340686,3,3
2210,-15.787858,-10.02815,0,0
2211,-6.3452816,17.446335,2,5
2212,-13.7647295,-8.572064,0,0
2213,8.670049,-10.954624,0,4
2214,8.714482,-10.913847,0,4
2215,-0.1784702,-11.504174,0,0
2216,-14.223209,-8.35128,0,0
2217,2.089693,-11.335126,0,0
2218,-15.466493,-3.3812885,2,2
2219,-14.50289,-8.238031,0,0
2220,8.89539,16.356224,3,3
2221,-13.757457,-8.579622,0,0
2222,8.715446,-10.9127865,0,4
2223,-14.220263,-8.351233,0,0
2224,-14.503932,-8.23778,0,0
2225,-2.2982392,17.185955,2,5
2226,1.500617,11.735088,2,5
2227,0.7912814,1.0904015,1,1
2228,2.1260402,-1.7994272,1,1
2229,2.4683256,-1.7168068,1,1
2230,-5.0438414,-6.517822,0,0
2231,-5.298926,-6.726602,0,0
2232,-10.981357,-0.68204343,2,2
2233,-11.040002,-0.7346969,2,2
2234,-11.029543,1.0236034,2,2
2235,-0.09225589,2.3958278,1,1
2236,0.46213907,-0.21097976,1,1
2237,1.5262948,11.763042,2,5
2238,-5.2774377,-6.745512,0,0
2239,1.7064049,11.970559,2,5
2240,1.0892978,1.1747662,1,1
2241,1.8230746,12.078071,2,5
2242,-4.632537,-6.3981724,0,0
2243,-6.3361025,3.773417,2,2
2244,1.1662756,1.1982319,1,1
2245,1.5534179,11.792553,2,5
2246,0.88591343,1.0713134,1,1
2247,1.7201974,11.983534,2,5
2248,1.5689305,11.812518,2,5
2249,1.9107205,12.166304,2,5
2250,1.1496192,1.2525932,1,1
2251,0.90853244,1.1237882,1,1
2252,1.7310901,11.99464,2,5
2253,1.1262506,1.2323259,1,1
2254,0.9138056,1.0955024,1,1
2255,2.1092932,-1.792923,1,1
2256,1.6050646,-2.0624816,1,1
2257,6.83815,9.159249,1,1
2258,8.107046,-11.288078,0,4
2259,1.3667182,-1.3343023,1,1
2260,3.591014,-1.5604047,1,1
2261,3.5647552,-1.6549592,1,1
2262,6.830798,9.169417,1,1
2263,3.6096532,-1.6376822,1,1
2264,-11.171539,1.0986377,2,2
2265,-4.946047,-6.149018,0,0
2266,-10.063554,-0.15692848,2,2
2267,2.5482101,0.6946121,1,1
2268,-11.054984,1.0252343,2,2
2269,4.354643,-0.057589993,1,1
2270,-11.426419,0.86954707,2,2
2271,-11.0232525,-0.67602617,2,2
2272,-10.747772,0.7731938,2,2
2273,-10.802614,0.7944594,2,2
2274,-11.40239,0.89512163,2,2
2275,-5.4054003,-6.814167,0,0
2276,-11.07001,1.0515213,2,2
2277,4.331915,-0.046947844,1,1
2278,-11.030134,0.96555996,2,2
2279,-6.414368,3.8000317,2,2
2280,-11.046035,1.0462528,2,2
2281,-10.857434,-0.5734423,2,2
2282,-5.2714663,-6.697108,0,0
2283,4.013521,-0.09998223,1,1
2284,4.311952,0.0011420631,1,1
2285,-11.319612,1.0087637,2,2
2286,-10.3152895,-0.31033733,2,2
2287,-5.52439,-6.930228,0,0
2288,2.857861,0.8445587,1,1
2289,0.29065934,-1.2693706,1,1
2290,4.3345613,-0.06021391,1,1
2291,2.8817902,0.66696113,1,1
2292,3.1526551,0.53685135,1,1
2293,2.8690455,0.6312129,1,1
2294,0.25806668,-1.2568452,1,1
2295,3.234547,0.52012175,1,1
2296,-6.9273114,3.9504292,2,2
2297,2.8649113,0.82711834,1,1
2298,4.1428065,0.07847239,1,1
2299,2.8888476,0.8054464,1,1
2300,0.47119164,-0.23931865,1,1
2301,0.16247928,0.3768679,1,1
2302,0.0211476,0.084243715,1,1
2303,0.32977626,0.14275213,1,1
2304,1.7950681,12.053215,2,5
2305,4.213241,-0.09583474,1,1
2306,0.2547331,-1.2129382,1,1
2307,2.8790607,0.9122301,1,1
2308,0.73214066,-1.2122399,1,1
2309,-11.035887,1.0248095,2,2
2310,2.4939277,0.67984027,1,1
2311,-5.0409703,-6.4940257,0,0
2312,2.1309354,-1.8005639,1,1
2313,3.3614247,-0.85122603,1,1
2314,-4.9591618,-6.5208564,0,0
2315,0.034116924,0.10906469,1,1
2316,0.061864335,0.03886463,1,1
2317,-17.056623,-5.747189,2,2
2318,11.728726,-5.600166,3,4
2319,-1.4334867,25.960184,2,5
2320,14.67036,3.2355173,3,3
2321,8.47255,-16.963028,0,4
2322,-4.5581594,23.547037,2,5
2323,7.702038,-20.995745,0,4
2324,14.670568,3.2357357,3,3
2325,14.669897,3.2349544,3,3
2326,11.565421,-5.1324883,3,4
2327,-12.749067,-12.082068,0,0
2328,-17.061869,-5.7454267,2,2
2329,-12.7219305,-12.049281,0,0
2330,11.83629,16.58599,3,3
2331,7.7025504,-20.99517,0,4
2332,-7.7996407,18.77123,2,5
2333,12.032447,16.184105,3,3
2334,7.6877027,-21.00896,0,4
2335,7.711262,-20.986586,0,4
2336,-5.29508,-15.313585,0,0
2337,-5.2777843,-15.334017,0,0
2338,-13.770598,11.700738,2,2
2339,12.286093,16.615803,3,3
2340,-5.278341,-15.332989,0,0
2341,0.14728792,-0.19685215,1,1
2342,0.44500056,-0.28455523,1,1
2343,0.027265107,0.07686322,1,1
2344,0.86535925,1.0499173,1,1
2345,8.11206,-11.281955,0,4
2346,8.239039,-11.208594,0,4
2347,0.4439091,-0.21444725,1,1
2348,0.4564213,-0.21598233,1,1
2349,1.148897,1.2307179,1,1
2350,1.0793438,1.187401,1,1
2351,1.8221831,12.077258,2,5
2352,1.1388974,1.2386522,1,1
2353,1.1650599,1.2397212,1,1
2354,0.44035667,-0.20075528,1,1
2355,0.7752321,1.0629032,1,1
2356,0.89507395,1.086234,1,1
2357,1.6915454,11.952858,2,5
2358,1.8332461,12.087746,2,5
2359,0.9006872,1.0857645,1,1
2360,1.8241574,12.08578,2,5
2361,1.1745884,1.2402792,1,1
2362,1.9122506,12.168285,2,5
2363,1.5018452,11.735963,2,5
2364,1.7281008,11.992256,2,5
2365,1.1261308,1.2277418,1,1
2366,0.9241339,1.1588271,1,1
2367,1.8078873,12.064236,2,5
2368,1.1563038,1.2318119,1,1
2369,1.5508513,11.790587,2,5
2370,1.9072297,12.162509,2,5
2371,-11.071313,-0.5539633,2,2
2372,1.5256121,11.761631,2,5
2373,1.893719,12.149832,2,5
2374,1.7981482,12.053849,2,5
2375,0.8701043,1.0670153,1,1
2376,1.2116071,1.2804358,1,1
2377,1.7283747,11.997889,2,5
2378,1.486829,11.7196865,2,5
2379,1.8189285,12.07406,2,5
2380,1.7385464,12.00281,2,5
2381,1.8179215,12.0720215,2,5
2382,1.1679978,1.2660544,1,1
2383,1.0401484,1.1702201,1,1
2384,1.1418575,1.2312146,1,1
2385,1.8103055,12.06403,2,5
2386,1.6422422,11.899821,2,5
2387,1.1332884,1.2607547,1,1
2388,1.802421,12.058232,2,5
2389,1.4731764,11.705479,2,5
2390,-0.06438185,1.1822009,1,1
2391,1.6998279,11.963365,2,5
2392,-0.6148417,3.172231,2,1
2393,0.77109236,1.0684319,1,1
2394,-0.63836503,3.204031,2,1
2395,1.8797417,-7.1867633,0,0
2396,2.303959,-1.9161311,1,1
2397,2.2357538,-1.91819,1,1
2398,2.4541442,-1.7278777,1,1
2399,8.108872,-11.285522,0,4
2400,2.2867546,-1.9444014,1,1
2401,18.557167,3.5490248,3,3
2402,2.424734,-1.7296102,1,1
2403,2.0857186,-2.0005078,1,1
2404,4.501284,-8.9787035,0,0
2405,-2.287541,17.183752,2,5
2406,8.108689,-11.286473,0,4
2407,0.7720505,1.0957805,1,1
2408,1.5685531,-2.072408,1,1
2409,1.5360237,-2.0727963,1,1
2410,2.0553854,-1.9390303,1,1
2411,1.4196852,-1.7439537,1,1
2412,1.941143,-1.6782957,1,1
2413,1.4610384,-1.7979805,1,1
2414,-10.991913,-0.6773847,2,2
2415,4.312888,0.006766085,1,1
2416,-6.4320955,3.7677712,2,2
2417,-5.5950875,-6.98306,0,0
2418,-10.959008,-0.65011,2,2
2419,-10.78063,0.7840085,2,2
2420,-11.454421,0.8297495,2,2
2421,-5.477227,-6.8834777,0,0
2422,-5.4887238,-6.891509,0,0
2423,-5.5302377,-6.9345384,0,0
2424,-5.517655,-6.9059544,0,0
2425,-11.075955,0.9981323,2,2
2426,4.164626,-0.10717648,1,1
2427,2.481018,0.6640708,1,1
2428,0.285721,-1.2478834,1,1
2429,0.27393204,-1.2596073,1,1
2430,-11.25549,0.5811513,2,2
2431,2.8615408,0.6509641,1,1
2432,-10.970865,-0.7025816,2,2
2433,2.548461,0.7286736,1,1
2434,0.36681178,-0.93254113,1,1
2435,1.5341529,11.769081,2,5
2436,0.05771906,-0.032092806,1,1
2437,-11.08103,-0.74148256,2,2
2438,-10.779254,0.78312135,2,2
2439,-11.359715,0.90985364,2,2
2440,-5.595068,-6.986103,0,0
2441,-5.4489107,-6.8518176,0,0
2442,-11.010965,-0.6815981,2,2
2443,-5.586924,-6.9461055,0,0
2444,-11.040099,0.9950493,2,2
2445,-5.5733895,-6.963848,0,0
2446,-11.066169,0.98360527,2,2
2447,-4.657564,-6.4093957,0,0
2448,-5.5234923,-6.9549603,0,0
2449,-5.5438275,-6.9470553,0,0
2450,-11.0747175,1.0181237,2,2
2451,-10.582215,0.67796373,2,2
2452,-6.3422294,3.7893982,2,2
2453,4.3710785,-0.046451196,1,1
2454,4.3036118,-0.042551886,1,1
2455,-10.975998,-0.69658947,2,2
2456,-10.969619,-0.65203375,2,2
2457,-5.4760194,-6.8805423,0,0
2458,-11.009928,1.0227836,2,2
2459,-11.422574,0.91997117,2,2
2460,4.3351536,-0.025644284,1,1
2461,-5.549985,-6.935622,0,0
2462,-10.959211,-0.7635043,2,2
2463,-11.052939,-0.7187097,2,2
2464,-11.3595915,0.9716361,2,2
2465,-11.103705,-0.6088357,2,2
2466,-10.991937,-0.69415396,2,2
2467,-10.959832,-0.70562273,2,2
2468,2.4557629,0.6439354,1,1
2469,-5.0389543,-6.477828,0,0
2470,-11.006837,-0.7058048,2,2
2471,-5.5704904,-6.95883,0,0
2472,-5.5513616,-6.9555526,0,0
2473,4.2968593,-0.054136477,1,1
2474,-11.045252,1.0093945,2,2
2475,-4.6488886,-6.4063654,0,0
2476,-10.991035,1.032182,2,2
2477,-5.5208173,-6.909165,0,0
2478,-11.02445,-0.66053796,2,2
2479,-9.936883,1.1855725,2,2
2480,-11.181632,1.0723482,2,2
2481,-5.2901673,-6.7195783,0,0
2482,-11.032154,-0.69563997,2,2
2483,-11.042132,-0.532597,2,2
2484,-11.436098,0.8598327,2,2
2485,-10.032738,1.1385723,2,2
2486,-9.859436,1.0445323,2,2
2487,-11.479795,0.7959933,2,2
2488,-10.0349655,-0.13805214,2,2
2489,-11.049789,1.010296,2,2
2490,-11.387722,0.8903604,2,2
2491,-11.236041,1.1417482,2,2
2492,4.3289866,-0.025186438,1,1
2493,3.2303994,-0.8677884,1,1
2494,4.3063345,-0.042837247,1,1
2495,-10.970841,-0.6475986,2,2
2496,-5.4661226,-6.868208,0,0
2497,-5.54263,-6.9488835,0,0
2498,4.6127105,-0.8920979,1,1
2499,-11.120172,1.1007595,2,2
2500,2.8743505,0.82255477,1,1
2501,2.916974,0.90641683,1,1
2502,0.370121,-0.9236806,1,1
2503,-6.7717776,3.8715925,2,2
2504,-11.138097,1.0629486,2,2
2505,2.8971207,0.83147,1,1
2506,-6.938971,3.8709464,2,2
2507,4.277033,-0.0068331305,1,1
2508,4.238222,-0.030103011,1,1
2509,-11.243454,0.59220093,2,2
2510,2.450883,0.66162467,1,1
2511,4.3096747,-0.03248486,1,1
2512,0.3217824,-1.1633041,1,1
2513,2.8972735,0.8943033,1,1
2514,-11.443912,0.861721,2,2
2515,-10.988196,-0.62957335,2,2
2516,-6.980706,4.0081477,2,2
2517,-6.3434796,3.79217,2,2
2518,-11.460129,0.8930885,2,2
2519,-6.3937526,3.7939022,2,2
2520,4.3125052,0.04210777,1,1
2521,0.28719956,-1.2187147,1,1
2522,-7.0440984,4.0726795,2,2
2523,0.39857385,-0.86405295,1,1
2524,-11.015961,1.0124114,2,2
2525,-11.0954075,-0.6368838,2,2
2526,-5.5877194,-6.9779315,0,0
2527,-6.9174237,3.9467628,2,2
2528,4.3236585,0.021213198,1,1
2529,0.2574354,-1.2197696,1,1
2530,4.2963557,0.012142662,1,1
2531,2.2665384,-0.44654676,1,1
2532,4.28027,-0.04515198,1,1
2533,0.30254042,-1.1590141,1,1
2534,2.4339767,0.6501322,1,1
2535,-6.807421,3.907038,2,2
2536,-6.3158956,3.7943532,2,2
2537,-6.9698305,3.9931095,2,2
2538,0.36404398,-0.91696316,1,1
2539,-7.0425124,4.0660677,2,2
2540,-6.3226633,3.8030124,2,2
2541,2.844566,0.9426412,1,1
2542,-6.9628134,3.9923475,2,2
2543,1.8025632,12.054411,2,5
2544,0.4168228,-0.17670481,1,1
2545,2.9110696,0.80270916,1,1
2546,3.2520869,0.5124415,1,1
2547,2.8426166,0.943613,1,1
2548,-11.048519,1.0084376,2,2
2549,-6.3563004,3.7899942,2,2
2550,-6.98197,4.005136,2,2
2551,0.37595174,-0.93162847,1,1
2552,-6.4251714,3.7885077,2,2
2553,2.8574345,0.92182195,1,1
2554,2.4955554,-0.11889407,1,1
2555,-11.214575,1.0247835,2,2
2556,-11.476544,0.79439265,2,2
2557,0.07113065,0.046045613,1,1
2558,1.829157,12.081862,2,5
2559,-0.6367309,3.2015376,2,1
2560,0.46258125,-0.24429624,1,1
2561,0.15021305,0.38404253,1,1
2562,1.4903306,11.724079,2,5
2563,0.47906262,-0.28159323,1,1
2564,-1.7103598,2.813394,2,2
2565,1.7979027,12.053431,2,5
2566,0.163866,0.60616887,1,1
2567,0.45252416,-0.26015523,1,1
2568,0.06979858,0.055640165,1,1
2569,1.8480643,12.103449,2,5
2570,0.4397181,-0.20966433,1,1
2571,-6.975625,4.011968,2,2
2572,1.7144653,11.977198,2,5
2573,4.273356,0.038259823,1,1
2574,-7.060838,4.0751104,2,2
2575,3.2964594,0.44998908,1,1
2576,0.3605813,-0.8880514,1,1
2577,0.04095454,0.06715176,1,1
2578,-4.8851333,-6.4951077,0,0
2579,-11.037086,1.0209161,2,2
2580,2.9455187,0.8599839,1,1
2581,-11.043678,-0.7283983,2,2
2582,-6.9635158,3.9922497,2,2
2583,-5.534522,-6.9274697,0,0
2584,-5.528211,-6.916832,0,0
2585,-0.588307,3.1364512,2,1
2586,-1.5886502,2.5684526,2,2
2587,0.3056242,0.19079475,1,1
2588,0.8803806,1.0810735,1,1
2589,-9.893392,1.1399468,2,2
2590,-6.377619,3.7881596,2,2
2591,0.15631133,0.16825068,1,1
2592,0.88926905,1.0417917,1,1
2593,-10.149194,1.1009225,2,2
2594,-11.422537,0.8987574,2,2
2595,-11.073537,-0.6419081,2,2
2596,4.4719644,-8.945451,0,0
2597,-18.347456,15.43986,2,2
2598,-6.320356,17.424816,2,5
2599,-13.752382,-8.584682,0,0
2600,-0.6802467,3.231078,2,2
2601,-0.6788242,3.2343166,2,2
2602,-0.98873985,3.4940226,2,2
2603,-0.6920473,3.2500908,2,2
2604,-0.6852645,3.2369473,2,2
2605,2.0638492,-1.6320479,1,1
2606,3.4086301,-1.5584128,1,1
2607,1.3298905,1.1967791,1,1
2608,4.72727,4.2511163,1,1
2609,3.5991197,0.060570907,1,1
2610,-0.68469197,3.2351902,2,2
2611,-0.9788586,3.4964585,2,2
2612,-0.9674903,3.4897516,2,2
2613,-0.7108093,3.2615557,2,2
2614,-1.0296791,3.5111628,2,2
2615,-1.0263733,3.5085647,2,2
2616,-1.7569709,2.8527114,2,2
2617,-0.6688719,3.2614172,2,2
2618,-0.69501173,3.2608843,2,2
2619,-0.6977492,3.256124,2,2
2620,-1.0243579,3.5033743,2,2
2621,-0.9170085,3.4497032,2,2
2622,-0.98710287,3.4899924,2,2
2623,-1.6123599,2.5720043,2,2
2624,-0.9965857,3.492759,2,2
2625,-0.9949418,3.4935875,2,2
2626,0.06491374,2.488016,1,1
2627,-0.6850389,3.2565632,2,2
2628,-0.67407787,3.2430248,2,2
2629,-1.0430491,3.4990776,2,2
2630,-0.70162386,3.2730737,2,2
2631,-0.6833676,3.2381637,2,2
2632,-0.6911172,3.2462535,2,2
2633,-0.6724493,3.2289693,2,2
2634,-1.0336471,3.519344,2,2
2635,1.546086,-2.058177,1,1
2636,3.4450388,-1.6304883,1,1
2637,4.6687093,-1.0362544,1,1
2638,4.667452,-1.0472987,1,1
2639,8.111815,-11.280182,0,4
2640,4.516784,-8.9644375,0,0
2641,8.176294,-11.240659,0,4
2642,4.1783905,-0.0924251,1,1
2643,-6.919937,3.9535792,2,2
2644,17.413216,-0.30501732,3,3
2645,-1.0246009,-16.724665,0,0
2646,-1.0411544,-16.74181,0,0
2647,-12.721027,-12.055085,0,0
2648,-9.285575,11.156813,2,5
2649,-9.2967005,11.142604,2,5
2650,-8.046046,-9.126352,0,0
2651,-12.717205,-12.054723,0,0
2652,-12.733139,-12.071958,0,0
2653,-1.0735363,-16.783628,0,0
2654,-9.281704,11.157694,2,5
2655,3.1325996,-9.850337,0,0
2656,-1.2870482,-17.039263,0,0
2657,-9.287572,11.148814,2,5
2658,-9.335181,11.096696,2,5
2659,-0.51207477,-11.97389,0,0
2660,-8.056308,-9.135169,0,0
2661,-9.287578,11.149362,2,5
2662,-9.293893,11.144842,2,5
2663,-1.2893425,-17.041958,0,0
2664,-1.286975,-17.03912,0,0
2665,-1.1288059,-16.851362,0,0
2666,-9.325265,11.107642,2,5
2667,-1.287475,-17.040108,0,0
2668,-1.2918483,-17.04491,0,0
2669,13.816312,-9.2803545,3,4
2670,-1.1153438,-16.83432,0,0
2671,-1.1036986,-16.82194,0,0
2672,3.6197007,-1.6581329,1,1
2673,-10.994382,-0.7115341,2,2
2674,0.38399774,1.1584564,1,1
2675,-9.299509,11.139251,2,5
2676,19.616802,6.8200207,3,3
2677,-1.1335609,-16.854206,0,0
2678,-9.286769,11.150214,2,5
2679,13.819275,-9.277392,3,4
2680,-9.312831,11.116198,2,5
2681,0.4677245,-1.1923689,1,1
2682,8.106152,-11.287483,0,4
2683,1.9685625,-1.6214552,1,1
2684,2.234225,-1.9326574,1,1
2685,1.4421636,-1.7734847,1,1
2686,1.6038973,-2.0547128,1,1
