,UMAP1,UMAP2,UMAP3,profile
274,4.220591,-3.4594676,17.487581,2
275,4.215864,-3.4612925,17.476042,2
276,4.235268,-3.44462,17.501886,2
277,4.2045293,-3.4692347,17.463932,2
278,4.1991744,-3.4748425,17.457367,2
279,4.2121096,-3.464284,17.45293,2
280,4.3517,-3.3264349,17.1622,2
281,4.3545866,-3.3233063,17.14715,2
282,4.2013545,-3.4717197,17.454988,2
283,4.3461514,-3.3266,17.130817,2
284,4.19943,-3.4722898,17.447565,2
285,4.2060013,-3.468617,17.467459,2
286,4.1991487,-3.474024,17.46422,2
287,4.3014297,-3.3372295,16.94783,2
288,4.188589,-3.480698,17.447557,2
289,4.195256,-3.476431,17.45344,2
290,4.186734,-3.484519,17.445236,2
291,4.2000923,-3.4737446,17.461205,2
292,4.189097,-3.4810297,17.44765,2
293,4.1891856,-3.4815779,17.444687,2
294,4.2839937,-3.338307,16.891497,2
295,4.253355,-3.356393,16.834593,2
296,4.2684803,-3.3420277,16.848747,2
297,4.245076,-3.3613622,16.809444,2
298,4.2632837,-3.3583922,16.823305,2
299,4.25669,-3.353853,16.823978,2
300,4.2467165,-3.3579495,16.807398,2
301,4.250343,-3.3569665,16.818113,2
302,4.248575,-3.3575997,16.815123,2
303,4.237822,-3.3614483,16.78338,2
304,4.2457914,-3.3582537,16.806734,2
305,4.251947,-3.3550742,16.810148,2
306,4.24877,-3.3562057,16.80286,2
307,4.2366347,-3.3621001,16.780912,2
308,4.242357,-3.3579414,16.78657,2
309,4.2307577,-3.3629916,16.76772,2
310,4.228387,-3.365311,16.757935,2
311,4.237894,-3.360276,16.77913,2
312,4.2365365,-3.3609712,16.776756,2
313,4.2322288,-3.3631108,16.767988,2
314,4.2279882,-3.365112,16.75485,2
315,4.2020984,-3.3758926,16.683538,2
316,4.201482,-3.3761969,16.683847,2
317,4.207497,-3.3739743,16.70101,2
318,4.207084,-3.3737981,16.698948,2
319,4.2226653,-3.366925,16.737051,2
320,4.199987,-3.3769174,16.680613,2
321,3.98029,-3.4804497,16.023788,2
322,4.206847,-3.3738792,16.691843,2
323,4.186897,-3.3814466,16.640244,2
324,4.1869307,-3.383744,16.6681,2
325,4.192566,-3.3795698,16.658964,2
326,4.1889,-3.3810697,16.648579,2
327,4.189471,-3.380848,16.650862,2
328,4.1893253,-3.3810213,16.65093,2
329,3.9801686,-3.479947,16.02207,2
330,3.9678016,-3.4825172,15.997902,2
331,4.1828647,-3.3833954,16.621193,2
332,3.9699569,-3.4821565,16.001774,2
333,3.9696918,-3.482034,16.000357,2
334,4.1745305,-3.3884308,16.600887,2
335,3.9677453,-3.4825256,15.9974575,2
336,3.9668813,-3.4828713,15.9956665,2
337,3.9658291,-3.483179,15.993415,2
338,4.1792264,-3.3849208,16.622698,2
339,4.1802506,-3.3851204,16.607307,2
340,4.18131,-3.3847222,16.623236,2
341,4.1913676,-3.3759608,16.629955,2
342,3.9578564,-3.4840653,15.97772,2
343,3.960771,-3.4842606,15.984765,2
344,3.962003,-3.4841318,15.98759,2
345,3.9644318,-3.4820251,15.990893,2
346,3.9666219,-3.4865875,15.991215,2
347,3.961023,-3.4841824,15.98388,2
348,3.9557836,-3.4848063,15.9758415,2
349,3.9586809,-3.4835098,15.980372,2
350,4.1470065,-3.4056387,16.485104,2
351,3.956778,-3.484617,15.976325,2
352,3.958675,-3.4830809,15.98073,2
353,3.955264,-3.4842305,15.975575,2
354,3.9498558,-3.4891155,15.97148,2
355,3.9569728,-3.48345,15.979451,2
356,3.9590073,-3.4854608,15.976905,2
357,3.9543524,-3.47389,15.986101,2
358,3.957997,-3.484843,15.976197,2
359,3.9550583,-3.4863605,15.9668865,2
360,3.9561567,-3.487221,15.968218,2
361,3.9584606,-3.4836705,15.974778,2
362,4.1132092,-3.440383,16.244389,2
363,3.956834,-3.485713,15.970682,2
364,3.9596999,-3.4844122,15.973096,2
365,3.9585643,-3.4841745,15.974958,2
366,3.9561298,-3.4855814,15.96845,2
367,3.9566078,-3.4876637,15.967779,2
368,3.9604466,-3.4944785,15.95992,2
369,3.9577937,-3.4866798,15.969515,2
370,3.9619932,-3.4831405,15.972293,2
371,3.959771,-3.4835594,15.973098,2
372,3.9538133,-3.4793239,15.967193,2
373,3.9521937,-3.4758043,15.967251,2
374,3.9687746,-3.4725795,15.98305,2
375,3.9573443,-3.4860487,15.9680195,2
376,3.9579375,-3.484483,15.967675,2
377,7.7180004,-3.778827,13.07696,2
378,7.7178607,-3.7787335,13.077025,2
379,3.9578278,-3.483998,15.96877,2
380,7.7256484,-3.7796803,13.0697775,2
381,7.7220035,-3.7793322,13.073326,2
382,7.7202063,-3.7790496,13.07491,2
383,7.735386,-3.780276,13.061155,2
384,7.7169237,-3.7788138,13.0779505,2
385,7.7177224,-3.7789674,13.077278,2
386,7.721436,-3.779237,13.073862,2
387,7.7320623,-3.7804487,13.064326,2
388,7.7198253,-3.7792487,13.075457,2
389,7.7527514,-3.7804554,13.045632,2
390,7.7387347,-3.7810209,13.058229,2
391,7.7538867,-3.7816443,13.0446415,2
392,7.739199,-3.7810194,13.05807,2
393,7.7427063,-3.7815924,13.054721,2
394,7.7515626,-3.7825394,13.046523,2
395,7.754689,-3.78262,13.043977,2
396,7.757274,-3.7830324,13.041713,2
397,7.761047,-3.7833931,13.038188,2
398,7.777236,-3.784765,13.023794,2
399,7.7830157,-3.7857609,13.018332,2
400,7.780962,-3.7856903,13.020575,2
401,7.7822313,-3.784717,13.020056,2
402,7.8335557,-3.785623,12.972485,2
403,7.825111,-3.777042,12.980906,2
404,7.8417163,-3.786074,12.965464,2
405,7.834856,-3.790961,12.972471,2
406,7.8589783,-3.7878954,12.949944,2
407,7.858824,-3.792843,12.950155,2
408,7.8730297,-3.7943234,12.937733,2
409,7.878396,-3.7952878,12.932787,2
410,7.871557,-3.7952511,12.938163,2
411,7.9043217,-3.7974942,12.909516,2
412,7.9049287,-3.7980552,12.909,2
413,7.915737,-3.7984793,12.899583,2
414,7.913201,-3.7939086,12.901417,2
415,7.9193163,-3.7937882,12.895153,2
416,7.9068327,-3.79373,12.909059,2
417,7.902987,-3.7805362,12.911995,2
418,7.936447,-3.7995205,12.881906,2
419,7.94049,-3.8004098,12.878658,2
420,7.9112763,-3.7909465,12.904497,2
421,7.9440417,-3.8018255,12.875098,2
422,7.964653,-3.8021784,12.855574,2
423,7.9550424,-3.8008814,12.86582,2
424,7.953768,-3.8003016,12.866495,2
425,7.960154,-3.7964962,12.859643,2
426,7.973479,-3.802651,12.84791,2
427,7.953473,-3.7981224,12.865424,2
428,7.9874578,-3.8002734,12.837719,2
429,7.989814,-3.803501,12.8340025,2
430,7.965373,-3.7974987,12.8554125,2
431,7.9883094,-3.799587,12.835916,2
432,7.98595,-3.8001642,12.838975,2
433,8.0014305,-3.8006704,12.824223,2
434,8.043548,-3.7938488,12.792479,2
435,7.997818,-3.7976668,12.825907,2
436,8.744063,-3.5594878,12.432784,2
437,8.75229,-3.5527465,12.434919,2
438,8.744507,-3.5554314,12.438352,2
439,8.743664,-3.5610387,12.430344,2
440,8.742895,-3.5576136,12.436996,2
441,8.745406,-3.5651736,12.421565,2
442,8.739973,-3.565128,12.427955,2
443,8.744854,-3.5611572,12.429383,2
444,8.745458,-3.5617738,12.427555,2
445,8.736264,-3.5733447,12.418614,2
446,8.743972,-3.558808,12.434727,2
447,8.73603,-3.579615,12.407637,2
448,8.7530155,-3.5555172,12.430255,2
449,8.746971,-3.5705998,12.411473,2
450,8.750115,-3.5746243,12.401497,2
451,8.486802,-3.7634223,12.373131,2
452,8.49707,-3.7620697,12.364794,2
453,8.482132,-3.765212,12.378848,2
454,8.493091,-3.7632675,12.367756,2
455,8.500027,-3.765163,12.356747,2
456,8.481126,-3.7670171,12.375237,2
457,8.502766,-3.7628238,12.357262,2
458,8.500082,-3.7607384,12.365621,2
459,8.490667,-3.763863,12.370864,2
460,8.50755,-3.7620013,12.354726,2
461,8.506759,-3.7616303,12.354292,2
462,8.782219,-3.6914876,12.146684,2
463,8.552308,-3.7477584,12.310807,2
464,8.76439,-3.71236,12.143793,2
465,8.576436,-3.7511141,12.290818,2
466,8.787508,-3.7128742,12.119229,2
467,8.780778,-3.706542,12.137677,2
468,8.788276,-3.711897,12.1194515,2
469,8.798194,-3.7103062,12.109371,2
470,8.791262,-3.7133322,12.116434,2
471,8.801182,-3.7150698,12.098573,2
472,8.537845,-3.7589169,12.325268,2
473,8.55596,-3.7548947,12.30947,2
474,8.803251,-3.71456,12.100845,2
475,8.825386,-3.7201195,12.060365,2
476,8.797562,-3.7148051,12.107196,2
477,8.807554,-3.7159872,12.091282,2
478,8.822861,-3.7188766,12.074933,2
479,8.824707,-3.72124,12.066981,2
480,8.793022,-3.7141182,12.101286,2
481,8.820266,-3.7231083,12.07538,2
482,8.866124,-3.7322981,11.992297,2
483,8.720176,-3.7676368,12.114573,2
484,8.882444,-3.7295449,11.973317,2
485,8.838237,-3.7181482,12.032992,2
486,8.86758,-3.7306645,11.991119,2
487,8.859833,-3.727036,11.995615,2
488,8.763611,-3.7600682,12.064574,2
489,8.80364,-3.7602718,12.0158,2
490,8.937314,-3.7425373,11.8838825,2
491,8.932188,-3.7420115,11.894687,2
492,8.930256,-3.7413404,11.897477,2
493,8.948862,-3.7444913,11.867237,2
494,8.954326,-3.7444358,11.859257,2
495,8.93561,-3.7379377,11.878268,2
496,8.979224,-3.7476058,11.826918,2
497,8.983391,-3.7454033,11.812152,2
498,9.014376,-3.7477963,11.770577,2
499,8.994119,-3.746836,11.799522,2
500,8.997412,-3.746249,11.791442,2
501,9.03276,-3.7490606,11.733546,2
502,8.916525,-3.751067,11.874565,2
503,9.026246,-3.7468145,11.7482,2
504,9.028245,-3.7359457,11.733595,2
505,9.044333,-3.7467055,11.717986,2
506,9.035662,-3.7465274,11.729593,2
507,9.071406,-3.7458115,11.67108,2
508,9.070494,-3.7465074,11.675187,2
509,9.069106,-3.746679,11.673291,2
510,9.14171,-3.7432225,11.558917,2
511,9.078266,-3.7456162,11.660707,2
512,9.143717,-3.7426188,11.5559635,2
513,9.156164,-3.7422197,11.533727,2
514,9.10307,-3.7418656,11.609787,2
515,9.15862,-3.7420757,11.527199,2
516,9.188823,-3.7401597,11.4805155,2
517,9.188161,-3.7397983,11.479571,2
518,9.169839,-3.741782,11.511185,2
519,9.182928,-3.7381592,11.481507,2
520,9.182706,-3.7383714,11.477396,2
521,9.199543,-3.739008,11.451411,2
522,9.212204,-3.7376893,11.438536,2
523,9.218437,-3.7304838,11.40823,2
524,9.281334,-3.6351848,10.960818,2
525,9.295431,-3.626085,10.94788,2
526,9.299512,-3.616995,10.90998,2
527,9.245,-3.7344372,11.3756485,2
528,9.300563,-3.6147969,10.89915,2
529,9.291599,-3.632522,10.966706,2
530,9.296691,-3.6219978,10.928445,2
531,9.263066,-3.7355127,11.352422,2
532,9.275658,-3.7322547,11.327584,2
533,9.257795,-3.7351089,11.361187,2
534,9.25418,-3.7388043,11.364499,2
535,9.278589,-3.732477,11.325014,2
536,9.267037,-3.7356696,11.347125,2
537,9.260893,-3.7370918,11.358446,2
538,9.323798,-3.571858,10.718939,2
539,9.280366,-3.7325397,11.323455,2
540,9.258453,-3.7378848,11.362554,2
541,9.269553,-3.73613,11.342202,2
542,9.291451,-3.7304204,11.302567,2
543,9.3136425,-3.598507,10.818346,2
544,9.286346,-3.730763,11.310306,2
545,9.291458,-3.731229,11.303076,2
546,9.293193,-3.7310987,11.301583,2
547,9.267848,-3.736331,11.345503,2
548,9.302654,-3.7297504,11.282921,2
549,9.300539,-3.7257822,11.285978,2
550,9.328689,-3.5661917,10.67805,2
551,9.297248,-3.7265048,11.280997,2
552,9.328789,-3.5637825,10.6709385,2
553,9.332897,-3.5559084,10.659799,2
554,9.322966,-3.558837,10.667627,2
555,9.329941,-3.5590136,10.657345,2
556,9.334111,-3.5600543,10.649683,2
557,9.346411,-3.563878,10.637784,2
558,9.333652,-3.558935,10.645302,2
559,9.347597,-3.562125,10.629585,2
560,9.332045,-3.5558968,10.639863,2
561,9.332719,-3.5572956,10.641633,2
562,9.336478,-3.5556588,10.629603,2
563,9.372707,-3.5546117,10.571112,2
564,9.334389,-3.5574336,10.640072,2
565,9.339108,-3.5545313,10.621545,2
566,9.33546,-3.556516,10.634582,2
567,9.366641,-3.5555863,10.573829,2
568,9.372804,-3.5514135,10.549662,2
569,9.6754875,-3.7067,10.470635,2
570,9.682371,-3.7002492,10.4504795,2
571,9.678572,-3.699045,10.454161,2
572,9.695263,-3.7092142,10.452911,2
573,9.672085,-3.6923614,10.443957,2
574,9.682094,-3.69717,10.443451,2
575,9.681245,-3.69652,10.444428,2
576,9.678211,-3.6921394,10.434368,2
577,9.687735,-3.6985683,10.437465,2
578,9.684071,-3.6969059,10.439079,2
579,9.686958,-3.6994138,10.440375,2
580,9.388087,-3.5334284,10.464472,2
581,9.378379,-3.518047,10.43532,2
582,9.394687,-3.523516,10.421217,2
583,9.388421,-3.514521,10.406538,2
584,9.6846,-3.6933956,10.42671,2
585,9.686115,-3.6947625,10.4297905,2
586,9.391638,-3.508555,10.382903,2
587,9.707444,-3.7049742,10.418168,2
588,9.710223,-3.705785,10.415669,2
589,9.423329,-3.5209334,10.360347,2
590,9.418723,-3.5127459,10.343236,2
591,9.694094,-3.6977046,10.423732,2
592,9.698663,-3.7002208,10.424216,2
593,9.4026785,-3.4715536,10.251219,2
594,9.714738,-3.706814,10.411627,2
595,9.707708,-3.7045727,10.417239,2
596,9.711279,-3.7057867,10.413866,2
597,9.711746,-3.7059333,10.413814,2
598,9.710282,-3.704702,10.4126625,2
599,9.711778,-3.7061315,10.413997,2
600,9.709127,-3.7032573,10.410346,2
601,9.417361,-3.44793,10.14315,2
602,9.710648,-3.7052257,10.41356,2
603,9.708326,-3.7033288,10.412353,2
604,9.710701,-3.703519,10.408844,2
605,9.696531,-3.6931021,10.402384,2
606,9.404196,-3.3704991,9.917783,2
607,9.399112,-3.3666008,9.916393,2
608,9.397382,-3.363765,9.9109335,2
609,9.397457,-3.3624911,9.906924,2
610,9.390778,-3.3560288,9.899112,2
611,9.389825,-3.353843,9.893573,2
612,9.398109,-3.364881,9.913337,2
613,9.389407,-3.3535721,9.893494,2
614,9.398536,-3.3615885,9.899265,2
615,9.390735,-3.3517659,9.887432,2
616,9.397428,-3.3581216,9.890606,2
617,9.384936,-3.3430245,9.870536,2
618,9.385717,-3.344692,9.874583,2
619,9.383662,-3.3406203,9.865438,2
620,9.387107,-3.3429554,9.868672,2
621,9.394994,-3.3524988,9.87938,2
622,9.382688,-3.3380992,9.861476,2
623,9.382907,-3.3370242,9.858386,2
624,9.380155,-3.3256838,9.846103,2
625,9.378688,-3.333687,9.8574505,2
626,9.382117,-3.3348322,9.853743,2
627,9.378286,-3.330535,9.848261,2
628,9.36948,-3.320634,9.836912,2
629,9.378226,-3.3289416,9.843963,2
630,9.377203,-3.3288977,9.845828,2
631,9.376462,-3.3267927,9.839716,2
632,9.375032,-3.3249018,9.837358,2
633,9.374947,-3.3259017,9.840567,2
634,9.374837,-3.3235862,9.833903,2
635,9.374666,-3.32611,9.84173,2
636,9.372059,-3.3197684,9.827579,2
637,8.864646,-2.4996762,8.096616,2
638,8.8552,-2.5014024,8.088968,2
639,8.858062,-2.4932337,8.086671,2
640,8.861463,-2.4958272,8.090871,2
641,8.854083,-2.485516,8.079946,2
642,8.850089,-2.5035028,8.077361,2
643,8.858779,-2.4947314,8.09353,2
644,8.849721,-2.4829686,8.0733795,2
645,8.842778,-2.4584627,8.058362,2
646,8.855701,-2.4906657,8.08371,2
647,8.845074,-2.4701138,8.06528,2
648,8.848742,-2.459385,8.06076,2
649,8.852213,-2.4814775,8.077336,2
650,8.915632,-2.4861782,8.222139,2
651,8.913651,-2.4843893,8.219018,2
652,8.913523,-2.483532,8.2181635,2
653,8.910929,-2.4783862,8.210217,2
654,8.917526,-2.4834201,8.224055,2
655,8.917249,-2.4909062,8.223125,2
