,UMAP1,UMAP2,UMAP3,profile
1512,5.8992662,5.2243013,-3.1939235,0
1513,5.8993993,5.224226,-3.194158,0
1514,5.8995013,5.224215,-3.194362,0
1515,5.899502,5.2242,-3.194356,0
1516,7.627957,5.1476665,-6.2434654,0
1517,7.6306186,5.1520014,-6.2518835,0
1518,7.6351843,5.161936,-6.2645836,0
1519,7.62848,5.1476164,-6.242907,0
1520,7.6480217,5.179871,-6.304168,0
1521,7.6298604,5.151651,-6.2555547,0
1522,7.6291714,5.1483693,-6.244647,0
1523,7.641234,5.167004,-6.28365,0
1524,7.63234,5.154348,-6.2585263,0
1525,7.6501217,5.174121,-6.282266,0
1526,7.634872,5.157992,-6.265027,0
1527,7.64922,5.185211,-6.32286,0
1528,7.6443405,5.1749206,-6.314904,0
1529,7.6368346,5.161771,-6.2741013,0
1530,7.6534514,5.195325,-6.347687,0
1531,7.6510463,5.1887913,-6.332154,0
1532,7.65297,5.193225,-6.3426886,0
1533,7.655793,5.2000713,-6.3587728,0
1534,7.657611,5.2061214,-6.3701496,0
1535,7.661309,5.2145467,-6.393896,0
1536,7.6515145,5.1994834,-6.371362,0
1537,7.6609793,5.213246,-6.3902717,0
1538,7.6664166,5.227282,-6.4225073,0
1539,7.6653852,5.224955,-6.418646,0
1540,7.6670055,5.247654,-6.491032,0
1541,7.67298,5.2511587,-6.4757543,0
1542,7.6705327,5.244933,-6.4716244,0
1543,7.6694226,5.240622,-6.4591856,0
1544,7.670511,5.2434206,-6.465187,0
1545,7.6752415,5.2622557,-6.5157237,0
1546,7.6746902,5.2855587,-6.602936,0
1547,7.6756577,5.279758,-6.6088047,0
1548,7.6748586,5.266403,-6.5301685,0
1549,7.677706,5.2770686,-6.561479,0
1550,7.669995,5.2995334,-6.653596,0
1551,7.6776166,5.3060226,-6.657615,0
1552,7.678656,5.311148,-6.6704574,0
1553,7.6757755,5.331587,-6.696383,0
1554,7.687377,5.3210917,-6.6873198,0
1555,7.687891,5.32473,-6.69943,0
1556,7.6879454,5.324322,-6.6989536,0
1557,7.689091,5.331786,-6.718685,0
1558,7.690735,5.359758,-6.793431,0
1559,7.6882696,5.3493776,-6.78791,0
1560,7.6952744,5.3758855,-6.825963,0
1561,7.6963487,5.3725157,-6.8321595,0
1562,7.697293,5.377529,-6.846096,0
1563,7.696491,5.3852043,-6.86198,0
1564,7.6994667,5.4002542,-6.8981256,0
1565,7.6990576,5.3864837,-6.8721514,0
1566,7.6993413,5.3992085,-6.896296,0
1567,7.6989155,5.3848586,-6.869503,0
1568,7.7046227,5.426021,-6.9501863,0
1569,7.7025614,5.406604,-6.921936,0
1570,7.7043185,5.417576,-6.9514265,0
1571,7.707636,5.4445143,-7.0096784,0
1572,7.7125125,5.4709687,-7.0738287,0
1573,7.708304,5.4373975,-7.0046077,0
1574,7.7134256,5.475288,-7.0865226,0
1575,7.7135305,5.4766192,-7.089388,0
1576,7.713995,5.4746885,-7.09432,0
1577,7.7142763,5.4773426,-7.1015067,0
1578,7.7176876,5.499579,-7.146187,0
1579,7.7184486,5.5031695,-7.1634307,0
1580,7.7197657,5.510284,-7.173114,0
1581,7.7211046,5.517557,-7.191142,0
1582,7.7221727,5.52332,-7.2046776,0
1583,7.724614,5.5381246,-7.254304,0
1584,7.728885,5.5498433,-7.253522,0
1585,7.728217,5.5624003,-7.3115816,0
1586,7.729748,5.5766616,-7.342743,0
1587,7.7308283,5.58205,-7.340618,0
1588,7.7316,5.5751743,-7.3274975,0
1589,7.7311983,5.5886827,-7.3767176,0
1590,7.7464814,5.5954237,-7.35676,0
1591,7.7354903,5.592592,-7.366328,0
1592,7.7230077,5.5950828,-7.4085784,0
1593,7.7392573,5.612775,-7.4090996,0
1594,7.7245626,5.6008444,-7.4453626,0
1595,7.742903,5.633289,-7.4534316,0
1596,7.7408276,5.638645,-7.4895163,0
1597,7.7428365,5.6320076,-7.4506016,0
1598,7.7492695,5.6741004,-7.5497828,0
1599,7.7515483,5.671331,-7.52983,0
1600,7.753667,5.692064,-7.5818276,0
1601,7.7520304,5.686112,-7.5711417,0
1602,7.756185,5.7051663,-7.5977,0
1603,7.7600026,5.719786,-7.6265693,0
1604,7.7692256,5.7469177,-7.675259,0
1605,7.7667713,5.743962,-7.6664147,0
1606,7.7788973,5.7810297,-7.732777,0
1607,7.7667704,5.7441654,-7.674001,0
1608,7.7708106,5.758452,-7.6999965,0
1609,7.776427,5.7775426,-7.732395,0
1610,7.7865705,5.805855,-7.7762456,0
1611,7.787451,5.808686,-7.7809954,0
1612,7.7947907,5.831436,-7.8174176,0
1613,7.787617,5.813784,-7.793196,0
1614,7.784409,5.8054023,-7.780911,0
1615,7.798734,5.8412457,-7.8291087,0
1616,7.8074775,5.870073,-7.877894,0
1617,7.7962317,5.8431015,-7.8399787,0
1618,7.8161,5.8943014,-7.9136157,0
1619,7.807972,5.876979,-7.89017,0
1620,7.824954,5.9189057,-7.9499364,0
1621,7.825141,5.919626,-7.9511867,0
1622,7.811559,5.8985515,-7.9257674,0
1623,7.8349514,5.9525747,-7.9951596,0
1624,7.8391542,5.958114,-8.005534,0
1625,7.838674,5.960828,-8.011679,0
1626,7.852911,5.9828234,-8.036628,0
1627,7.8509316,5.9902186,-8.049803,0
1628,7.8506937,5.989378,-8.050119,0
1629,7.859803,6.0156546,-8.085672,0
1630,7.8625116,6.023014,-8.095978,0
1631,7.8702965,6.0407543,-8.117319,0
1632,7.8658295,6.031385,-8.10639,0
1633,7.8642697,6.027131,-8.101686,0
1634,7.8921065,6.098108,-8.190875,0
1635,7.8978786,6.113126,-8.209259,0
1636,7.891377,6.0974445,-8.191066,0
1637,7.898192,6.1160083,-8.213735,0
1638,7.914551,6.1405115,-8.24461,0
1639,7.906111,6.1336536,-8.232834,0
1640,7.9072485,6.1365614,-8.2378,0
1641,7.9224534,6.1762867,-8.284189,0
1642,7.912852,6.1512504,-8.254868,0
1643,7.941563,6.230092,-8.35196,0
1644,7.9198003,6.2020435,-8.323352,0
1645,7.937593,6.2307725,-8.354123,0
1646,7.944634,6.2407966,-8.364613,0
1647,7.9559054,6.26376,-8.382356,0
1648,7.9532976,6.26131,-8.387693,0
1649,7.9627185,6.2827377,-8.407521,0
1650,7.963586,6.284611,-8.411516,0
1651,8.00414,6.387106,-8.510168,0
1652,7.9657536,6.2898703,-8.416397,0
1653,7.9715633,6.30341,-8.429603,0
1654,8.019284,6.426662,-8.550611,0
1655,7.9746857,6.311586,-8.439159,0
1656,7.9933267,6.355162,-8.479824,0
1657,8.028643,6.4544425,-8.577931,0
1658,8.038276,6.4757557,-8.598406,0
1659,8.036869,6.4732456,-8.595964,0
1660,8.041553,6.462408,-8.580107,0
1661,8.042155,6.475372,-8.589635,0
1662,8.039281,6.480724,-8.602721,0
1663,8.036662,6.4762807,-8.598262,0
1664,8.047631,6.496785,-8.6169405,0
1665,8.046615,6.4949145,-8.615733,0
1666,8.137185,6.6644845,-8.754014,0
1667,8.125315,6.6498036,-8.739365,0
1668,8.066651,6.5362277,-8.648835,0
1669,8.060402,6.5248423,-8.641316,0
1670,8.165257,6.7377353,-8.809181,0
1671,8.168501,6.7454433,-8.814288,0
1672,8.077199,6.558156,-8.66692,0
1673,8.18312,6.777781,-8.838542,0
1674,8.078926,6.561972,-8.670199,0
1675,8.200216,6.8116307,-8.862047,0
1676,8.088681,6.581392,-8.684726,0
1677,8.212225,6.8363476,-8.881269,0
1678,8.219784,6.8497405,-8.889856,0
1679,8.225213,6.859413,-8.896984,0
1680,8.229025,6.8658442,-8.900085,0
1681,8.233936,6.8732343,-8.9068,0
1682,8.248347,6.901957,-8.924271,0
1683,8.264643,6.9324183,-8.943541,0
1684,8.275284,6.9507685,-8.953993,0
1685,8.270881,6.94242,-8.948174,0
1686,8.353219,7.0772405,-9.022916,0
1687,8.350453,7.080958,-9.019646,0
1688,8.287627,6.974734,-8.967741,0
1689,8.304802,7.003531,-8.983782,0
1690,8.307324,7.009223,-8.98484,0
1691,8.288068,6.9757166,-8.96861,0
1692,8.3189945,7.028127,-8.995076,0
1693,8.305851,7.008735,-8.983971,0
1694,8.395286,7.176473,-9.063097,0
1695,8.402362,7.1833334,-9.07023,0
1696,8.422643,7.213297,-9.085054,0
1697,8.363312,7.105305,-9.031907,0
1698,8.427806,7.2211547,-9.088659,0
1699,8.417939,7.2066154,-9.083668,0
1700,8.43451,7.2318454,-9.093666,0
1701,8.449942,7.2526846,-9.099152,0
1702,8.43634,7.234899,-9.087069,0
1703,8.458155,7.2674775,-9.110569,0
1704,8.459163,7.2685137,-9.109823,0
1705,8.466479,7.279859,-9.115523,0
1706,8.462354,7.28138,-9.1084385,0
1707,8.480085,7.300527,-9.124455,0
1708,8.531149,7.3752847,-9.15107,0
1709,8.540421,7.3886776,-9.1558075,0
1710,8.521155,7.382614,-9.133237,0
1711,8.54549,7.398535,-9.156601,0
1712,8.56678,7.426873,-9.170116,0
1713,8.569157,7.430475,-9.171505,0
1714,8.576344,7.4395647,-9.177234,0
1715,8.630027,7.5124283,-9.2093935,0
1716,8.590711,7.46096,-9.180892,0
1717,8.579712,7.445224,-9.17652,0
1718,8.649662,7.5445676,-9.214753,0
1719,8.592809,7.464469,-9.180324,0
1720,8.604289,7.47935,-9.187772,0
1721,8.589148,7.463669,-9.17404,0
1722,8.725511,7.65464,-9.238481,0
1723,8.721011,7.6482353,-9.23739,0
1724,8.737804,7.67227,-9.243,0
1725,8.744345,7.6816216,-9.244852,0
1726,8.763532,7.7090645,-9.249921,0
1727,8.779545,7.731887,-9.254733,0
1728,8.78697,7.742132,-9.255658,0
1729,8.835671,7.809041,-9.257618,0
1730,8.81144,7.7764626,-9.2609625,0
1731,8.850574,7.830734,-9.263308,0
1732,8.849984,7.830181,-9.267828,0
1733,8.852091,7.83352,-9.269225,0
1734,8.886581,7.8807626,-9.268493,0
1735,8.886142,7.8815637,-9.274926,0
1736,8.903556,7.900911,-9.270136,0
1737,8.900813,7.9024973,-9.277069,0
1738,8.941901,7.9542184,-9.28647,0
1739,8.927146,7.9380364,-9.275702,0
1740,8.943418,7.9607334,-9.276843,0
1741,8.975879,8.008107,-9.289585,0
1742,9.007028,8.048444,-9.295648,0
1743,8.998758,8.039758,-9.292065,0
1744,8.9751425,8.00539,-9.277837,0
1745,9.019728,8.068656,-9.293536,0
1746,9.017158,8.0652485,-9.293242,0
1747,9.0309105,8.084096,-9.294857,0
1748,9.040914,8.098129,-9.294674,0
1749,9.051853,8.112789,-9.293934,0
1750,9.051435,8.112441,-9.294347,0
1751,9.132242,8.22138,-9.287785,0
1752,9.167302,8.268664,-9.284864,0
1753,9.071009,8.139015,-9.293646,0
1754,9.077446,8.147812,-9.293504,0
1755,9.109886,8.19167,-9.292366,0
1756,9.226876,8.353804,-9.284401,0
1757,9.124288,8.211071,-9.290448,0
1758,9.245888,8.375422,-9.281057,0
1759,9.244333,8.375471,-9.282262,0
1760,9.270894,8.409316,-9.279189,0
1761,9.255417,8.38856,-9.2808485,0
1762,9.263626,8.400036,-9.27983,0
1763,9.279461,8.421215,-9.27727,0
1764,9.335829,8.494322,-9.269072,0
1765,9.364633,8.529037,-9.2646055,0
1766,9.276075,8.417307,-9.282597,0
1767,9.359993,8.525691,-9.265093,0
1768,9.388939,8.564381,-9.2606,0
1769,9.302108,8.451798,-9.274528,0
1770,9.318792,8.473958,-9.269576,0
1771,9.320886,8.476237,-9.27044,0
1772,9.41087,8.593411,-9.256142,0
1773,9.437798,8.62905,-9.249682,0
1774,9.368927,8.535746,-9.24946,0
1775,9.446275,8.640144,-9.24716,0
1776,9.447648,8.641981,-9.247054,0
1777,9.451422,8.650547,-9.25261,0
1778,9.476736,8.677864,-9.234623,0
1779,9.473205,8.675298,-9.238509,0
1780,9.602148,8.857349,-9.186105,0
1781,9.478748,8.683697,-9.237424,0
1782,9.486903,8.694905,-9.23476,0
1783,9.671773,8.951213,-9.163011,0
1784,9.508304,8.724491,-9.22696,0
1785,9.689977,8.976435,-9.15567,0
1786,9.516774,8.736337,-9.224032,0
1787,9.732074,9.034554,-9.139567,0
1788,9.541048,8.764963,-9.213341,0
1789,9.735647,9.039854,-9.13793,0
1790,9.742534,9.049256,-9.135424,0
1791,9.749512,9.059008,-9.131734,0
1792,9.74838,9.057744,-9.132899,0
1793,9.61655,8.874629,-9.183821,0
1794,9.759143,9.072188,-9.128069,0
1795,9.772722,9.091567,-9.122184,0
1796,9.78038,9.102607,-9.119001,0
1797,9.776419,9.097035,-9.121078,0
1798,9.790118,9.116467,-9.114969,0
1799,9.7921915,9.125808,-9.120498,0
1800,9.806632,9.142841,-9.108413,0
1801,9.831497,9.175396,-9.097305,0
1802,9.819977,9.162234,-9.102351,0
1803,10.002942,9.428202,-9.01179,0
1804,9.82448,9.170601,-9.099793,0
1805,10.0065155,9.43329,-9.009492,0
1806,9.848177,9.203184,-9.087984,0
1807,10.024286,9.459324,-9.000961,0
1808,9.870509,9.236164,-9.076644,0
1809,9.899424,9.279554,-9.061262,0
1810,10.041622,9.48507,-8.991607,0
1811,10.038934,9.480855,-8.993476,0
1812,10.051522,9.499314,-8.985332,0
1813,9.961925,9.374532,-9.027091,0
1814,10.06456,9.516215,-8.974955,0
1815,10.061798,9.514315,-8.978156,0
1816,10.076466,9.537389,-8.969415,0
1817,10.067088,9.522477,-8.974949,0
1818,10.070631,9.527784,-8.972843,0
1819,10.203743,9.748092,-8.889851,0
1820,10.232122,9.787433,-8.871345,0
1821,10.101408,9.576043,-8.953119,0
1822,10.248908,9.81525,-8.86131,0
1823,10.2524185,9.82005,-8.858053,0
1824,10.259408,9.831297,-8.853649,0
1825,10.139293,9.637682,-8.928176,0
1826,10.267341,9.844139,-8.848252,0
1827,10.275466,9.857041,-8.842707,0
1828,10.2692995,9.847115,-8.846818,0
1829,10.289968,9.881375,-8.831854,0
1830,10.293258,9.886907,-8.829209,0
1831,10.309263,9.914416,-8.81649,0
1832,10.30734,9.914038,-8.815242,0
1833,10.323759,9.938806,-8.805729,0
1834,10.328219,9.950712,-8.798799,0
1835,10.347483,9.97914,-8.787485,0
1836,10.331253,9.949469,-8.800883,0
1837,10.362408,10.003401,-8.776364,0
1838,10.367316,10.01178,-8.7725115,0
1839,10.404137,10.086314,-8.738728,0
1840,10.393677,10.057804,-8.751289,0
1841,10.405763,10.079821,-8.741328,0
1842,10.4540825,10.165018,-8.695621,0
1843,10.44033,10.144586,-8.712268,0
1844,10.437553,10.139001,-8.714828,0
1845,10.439648,10.142897,-8.713091,0
1846,10.450468,10.1633415,-8.70413,0
1847,10.455058,10.172196,-8.700078,0
1848,10.463707,10.178345,-8.69091,0
1849,10.462679,10.186013,-8.692821,0
1850,10.556972,10.381882,-8.606558,0
1851,10.556593,10.380292,-8.607327,0
1852,10.476144,10.216113,-8.680717,0
1853,10.548479,10.369298,-8.613618,0
1854,10.57828,10.424555,-8.587573,0
1855,10.583235,10.440934,-8.581221,0
1856,10.586784,10.450757,-8.57712,0
1857,10.58011,10.437995,-8.582929,0
1858,10.5839405,10.455184,-8.580107,0
1859,10.591919,10.466281,-8.570887,0
1860,10.605287,10.498002,-8.556281,0
1861,10.610696,10.510125,-8.55162,0
1862,10.612649,10.50855,-8.55088,0
1863,10.636459,10.574332,-8.522653,0
1864,10.635078,10.563762,-8.524909,0
1865,10.634883,10.565174,-8.5255165,0
1866,10.638218,10.591312,-8.520035,0
1867,10.659327,10.630912,-8.496489,0
1868,10.650748,10.60187,-8.50749,0
1869,10.663751,10.638569,-8.492175,0
1870,10.678356,10.661163,-8.474981,0
1871,10.650968,10.607231,-8.506666,0
1872,10.664829,10.639233,-8.489908,0
1873,10.69576,10.727726,-8.450738,0
1874,10.6882715,10.695466,-8.461163,0
1875,10.701266,10.746709,-8.44265,0
1876,10.698441,10.741337,-8.448057,0
1877,10.718997,10.787297,-8.420573,0
1878,10.707515,10.772933,-8.432771,0
1879,10.717191,10.790752,-8.422294,0
1880,10.72215,10.802231,-8.413828,0
1881,10.721942,10.802294,-8.416574,0
1882,10.726946,10.814891,-8.408316,0
1883,10.728774,10.826757,-8.404545,0
1884,10.748846,10.8923645,-8.373127,0
1885,10.740244,10.863486,-8.387213,0
1886,10.746595,10.888325,-8.375814,0
1887,10.750259,10.902612,-8.3694315,0
1888,10.755901,10.921446,-8.359989,0
1889,10.765305,10.950787,-8.345843,0
1890,10.756664,10.9314375,-8.357292,0
1891,10.765328,10.953922,-8.344618,0
1892,10.815741,11.149649,-8.253632,0
1893,10.772316,10.983391,-8.330799,0
1894,10.778114,11.004678,-8.320395,0
1895,10.782736,11.023869,-8.31187,0
1896,10.8227215,11.1841545,-8.239335,0
1897,10.824493,11.192699,-8.2353,0
1898,10.82461,11.195711,-8.234272,0
1899,10.810465,11.160278,-8.248766,0
1900,10.827896,11.208988,-8.228412,0
1901,10.8302355,11.228499,-8.22034,0
1902,10.829035,11.216512,-8.224977,0
1903,10.8284,11.210776,-8.227715,0
1904,10.850684,11.39171,-8.144456,0
1905,10.852441,11.41124,-8.135881,0
1906,10.836998,11.2698765,-8.201375,0
1907,10.839501,11.291462,-8.192354,0
1908,10.863698,11.488768,-8.101868,0
1909,10.865184,11.502341,-8.096232,0
1910,10.864802,11.496068,-8.098746,0
1911,10.851671,11.398904,-8.150781,0
1912,10.867924,11.51923,-8.088175,0
1913,10.868471,11.52736,-8.084621,0
1914,10.869355,11.535234,-8.081424,0
1915,10.872587,11.568806,-8.066986,0
1916,10.862205,11.501201,-8.103421,0
1917,10.864866,11.521064,-8.090582,0
1918,10.878398,11.602891,-8.046871,0
1919,10.875175,11.606664,-8.051535,0
1920,10.876568,11.634161,-8.039507,0
1921,10.877354,11.6475315,-8.033449,0
1922,10.876365,11.619497,-8.046193,0
1923,10.878867,11.749184,-7.992516,0
1924,10.879729,11.682496,-8.018507,0
1925,10.879113,11.663328,-8.027036,0
1926,10.88077,11.704256,-8.008332,0
1927,10.88181,11.720355,-8.001162,0
1928,10.881545,11.830486,-7.959206,0
1929,10.882806,11.791286,-7.9722466,0
1930,10.880082,11.883287,-7.9295163,0
1931,10.881426,11.859451,-7.9469585,0
1932,10.880989,11.869384,-7.9435263,0
1933,10.882269,11.844864,-7.95156,0
1934,10.883279,11.821361,-7.9600854,0
1935,10.882226,11.891652,-7.9336534,0
1936,10.882835,11.909989,-7.9291615,0
1937,10.8826475,11.89619,-7.9317894,0
1938,10.879815,11.966148,-7.9072948,0
1939,10.879707,12.0051775,-7.891998,0
1940,10.877854,12.009112,-7.8929935,0
1941,10.878321,12.018004,-7.890366,0
1942,10.87755,12.070641,-7.8693295,0
1943,10.876935,12.0864105,-7.8637857,0
1944,10.876649,12.094401,-7.8614216,0
1945,10.875356,12.107675,-7.8570433,0
1946,10.87588,12.106616,-7.8565817,0
1947,10.8697405,12.156472,-7.8439784,0
1948,10.873199,12.143848,-7.8452806,0
1949,10.8680105,12.18275,-7.8365154,0
1950,10.866262,12.201011,-7.831168,0
1951,10.867413,12.229881,-7.8157864,0
1952,10.866408,12.235191,-7.814257,0
1953,10.864767,12.253218,-7.80977,0
1954,10.865536,12.2580385,-7.812162,0
1955,10.86183,12.285874,-7.800442,0
1956,10.846081,12.415269,-7.7718115,0
1957,10.845157,12.422737,-7.7692804,0
1958,10.853386,12.357154,-7.7818103,0
1959,10.85204,12.3722725,-7.7777514,0
1960,10.850614,12.381042,-7.7764363,0
1961,10.838881,12.468665,-7.7557693,0
1962,10.838781,12.476079,-7.754055,0
1963,10.83331,12.504738,-7.745136,0
1964,10.839612,12.470605,-7.754478,0
1965,10.824471,12.530769,-7.731895,0
1966,10.836498,12.494344,-7.748804,0
1967,10.82613,12.546781,-7.7336965,0
1968,10.826011,12.548509,-7.733493,0
1969,10.821733,12.578215,-7.7273245,0
1970,10.820799,12.588243,-7.725014,0
1971,10.806751,12.697214,-7.705285,0
1972,10.803746,12.716959,-7.7002296,0
1973,10.819076,12.607497,-7.7219663,0
1974,10.817938,12.609341,-7.7208357,0
1975,10.79519,12.763462,-7.6914415,0
1976,10.791928,12.782943,-7.6874065,0
1977,10.784505,12.7909,-7.679412,0
1978,10.784909,12.822392,-7.6799355,0
1979,10.79891,12.735685,-7.6974783,0
1980,10.79876,12.743105,-7.698816,0
1981,10.77655,12.869265,-7.6720924,0
1982,10.772605,12.894373,-7.6678853,0
1983,10.767554,12.916778,-7.663898,0
1984,10.776008,12.847193,-7.6778913,0
1985,10.777194,12.841741,-7.6787243,0
1986,10.75041,12.971718,-7.6523223,0
1987,10.757682,12.962081,-7.656096,0
1988,10.749489,12.9962435,-7.650502,0
1989,10.748048,13.002269,-7.649222,0
1990,10.744534,13.018501,-7.646845,0
1991,10.723387,13.095594,-7.6369095,0
1992,10.736244,13.055551,-7.6418486,0
1993,10.742785,13.025908,-7.6456523,0
1994,10.736535,13.053138,-7.6418653,0
1995,10.726772,13.095662,-7.6372023,0
1996,10.686276,13.253534,-7.617339,0
1997,10.714347,13.140289,-7.6301847,0
1998,10.719417,13.126246,-7.632439,0
1999,10.71919,13.127626,-7.6331186,0
2000,10.712053,13.157845,-7.6296144,0
2001,10.711733,13.161794,-7.629197,0
2002,10.67196,13.320865,-7.608486,0
2003,10.679264,13.311324,-7.610052,0
2004,10.670662,13.329713,-7.608417,0
2005,10.680885,13.313792,-7.60283,0
2006,10.670983,13.33168,-7.607947,0
2007,10.667053,13.3474245,-7.6077104,0
2008,10.667958,13.343638,-7.607315,0
2009,10.662746,13.401986,-7.613156,0
2010,10.663012,13.390521,-7.613407,0
2011,10.654574,13.413292,-7.610707,0
2012,10.64481,13.448579,-7.607979,0
2013,10.639729,13.469791,-7.6073585,0
2014,10.640525,13.465961,-7.607316,0
2015,10.632267,13.4858265,-7.6070466,0
2016,10.623646,13.548023,-7.607122,0
2017,10.620694,13.510078,-7.6047845,0
2018,10.610634,13.5951395,-7.6070595,0
2019,10.614312,13.6121,-7.607838,0
2020,10.630998,13.499015,-7.6064973,0
2021,10.6201515,13.537229,-7.6050224,0
2022,10.597529,13.6636095,-7.6087446,0
2023,10.626734,13.53947,-7.605731,0
2024,10.618732,13.536677,-7.604355,0
2025,10.598538,13.660545,-7.608748,0
2026,10.591773,13.68592,-7.608773,0
2027,10.588535,13.699694,-7.608694,0
2028,10.587003,13.705475,-7.608662,0
2029,10.579258,13.668511,-7.600445,0
2030,10.5573435,13.731761,-7.5967607,0
2031,10.57834,13.7366905,-7.6083884,0
2032,10.578851,13.736559,-7.608484,0
2033,10.572802,13.756841,-7.6081114,0
2034,10.569865,13.766098,-7.607803,0
2035,10.562562,13.789189,-7.6076427,0
2036,10.56427,13.782979,-7.6075034,0
2037,10.556169,13.811029,-7.607391,0
2038,10.483841,13.980991,-7.594819,0
2039,10.47396,14.008461,-7.594074,0
2040,10.4828,13.984572,-7.5946274,0
2041,10.523959,13.9025135,-7.604691,0
2042,10.479858,14.0045805,-7.5941906,0
2043,10.481058,14.001552,-7.5949106,0
2044,10.481127,14.0113125,-7.5943875,0
2045,10.50321,13.957673,-7.6035266,0
2046,10.511584,13.958263,-7.61138,0
2047,10.484058,14.016211,-7.5953264,0
2048,10.456847,14.06253,-7.5966578,0
2049,10.502519,13.984661,-7.6050124,0
2050,10.445206,14.079369,-7.5951867,0
2051,10.452345,14.073022,-7.5983925,0
2052,10.445831,14.086308,-7.5982842,0
2053,10.446462,14.082517,-7.598713,0
2054,10.472027,14.043285,-7.6048894,0
2055,10.472884,14.036951,-7.603709,0
2056,10.465799,14.05474,-7.603173,0
2057,10.433632,14.11527,-7.5998087,0
2058,10.431968,14.119334,-7.5998163,0
2059,10.430115,14.122767,-7.599873,0
2060,10.43028,14.123832,-7.5995684,0
2061,10.452874,14.0816345,-7.6013083,0
2062,10.427614,14.128405,-7.601027,0
2063,10.434315,14.120736,-7.5971055,0
2064,10.429234,14.126158,-7.5998607,0
2065,10.424466,14.135439,-7.600377,0
2066,10.422901,14.136875,-7.5996614,0
2067,10.425139,14.132938,-7.600265,0
2068,10.411959,14.148768,-7.6016765,0
2069,10.438683,14.108387,-7.601291,0
2070,10.062868,15.444815,-7.54783,0
2071,10.071417,15.421943,-7.5471377,0
2072,10.420877,14.145695,-7.600122,0
2073,10.067479,15.435763,-7.5475926,0
2074,10.069346,15.431633,-7.547064,0
2075,10.069289,15.431907,-7.546611,0
2076,10.4231415,14.144967,-7.5999565,0
2077,10.421455,14.14965,-7.599836,0
2078,10.411976,14.16683,-7.600805,0
2079,10.0784855,15.394518,-7.5471115,0
2080,10.048351,15.478713,-7.5513206,0
2081,10.049372,15.478247,-7.5499234,0
2082,10.056161,15.46799,-7.5460877,0
2083,10.04939,15.475778,-7.5495515,0
2084,10.044728,15.486715,-7.5523143,0
2085,10.0496,15.476299,-7.5503974,0
2086,10.046612,15.483924,-7.5511994,0
2087,10.046615,15.476584,-7.5548825,0
2088,10.048334,15.479959,-7.550523,0
2089,10.049472,15.477737,-7.5499024,0
2090,10.059712,15.465965,-7.541517,0
2091,10.0428915,15.493721,-7.552347,0
2092,10.044461,15.4902315,-7.5516934,0
2093,10.042177,15.4958315,-7.5526853,0
2094,10.018016,15.548297,-7.5638647,0
2095,10.0338,15.514934,-7.5561304,0
2096,9.954567,15.695024,-7.591177,0
2097,9.951294,15.700442,-7.592505,0
2098,9.976563,15.664729,-7.575817,0
2099,9.957301,15.704655,-7.5836444,0
2100,9.947597,15.71232,-7.5949345,0
2101,9.943085,15.722327,-7.5959105,0
2102,9.946663,15.730059,-7.5941763,0
2103,9.936617,15.74217,-7.599738,0
2104,9.934532,15.744453,-7.6015244,0
2105,9.942227,15.741768,-7.5973907,0
2106,9.938714,15.747466,-7.5989814,0
2107,9.920968,15.775763,-7.607898,0
2108,9.932274,15.762086,-7.6013823,0
2109,9.912454,15.79536,-7.612003,0
2110,9.915382,15.787822,-7.610965,0
2111,9.906812,15.806991,-7.615014,0
2112,9.901718,15.818482,-7.617544,0
2113,9.886802,15.850215,-7.625715,0
2114,9.897004,15.830895,-7.6197257,0
2115,9.887098,15.851727,-7.625405,0
2116,9.883874,15.856446,-7.626884,0
2117,9.864816,15.897633,-7.636702,0
2118,9.873819,15.879879,-7.63037,0
2119,9.865069,15.897423,-7.6367006,0
2120,9.856909,15.912394,-7.6411595,0
2121,9.833157,15.950247,-7.6567206,0
2122,9.832276,15.959293,-7.653831,0
2123,9.842699,15.938361,-7.6492605,0
2124,9.8168955,15.987761,-7.6609974,0
2125,9.814106,15.993607,-7.6621985,0
2126,9.817881,15.987418,-7.6602163,0
2127,9.799316,16.022207,-7.6689663,0
2128,9.779138,16.057043,-7.6786995,0
2129,9.787585,16.04517,-7.6741595,0
2130,9.761239,16.090034,-7.687469,0
2131,9.775631,16.069702,-7.679438,0
2132,9.745972,16.109728,-7.7006526,0
2133,9.74379,16.123795,-7.695382,0
2134,9.740751,16.127796,-7.6972747,0
2135,9.715451,16.168705,-7.7109647,0
2136,9.725526,16.153893,-7.704739,0
2137,9.719021,16.16463,-7.708519,0
2138,9.714942,16.171719,-7.7106385,0
2139,9.712055,16.174831,-7.7128344,0
2140,9.7039995,16.188177,-7.7171326,0
2141,9.70373,16.18878,-7.7171774,0
2142,9.702488,16.18932,-7.7185082,0
2143,9.704231,16.187511,-7.716998,0
2144,9.699384,16.198338,-7.7171917,0
2145,9.696374,16.20504,-7.7173553,0
2146,9.683269,16.219213,-7.729257,0
2147,9.683669,16.217745,-7.7292256,0
2148,9.6887455,16.210653,-7.725928,0
2149,9.683996,16.21698,-7.728823,0
2150,9.679397,16.223812,-7.732086,0
2151,9.675107,16.228968,-7.7349324,0
2152,9.666729,16.237478,-7.74409,0
2153,7.818488,13.65358,-2.3961773,0
2154,9.675139,16.229595,-7.7351627,0
2155,9.675298,16.229252,-7.734952,0
